player_id,positive_drivers,negative_drivers
476344,seasons of top-5 history (+0.420); age (+0.318); 3-season average minutes (+0.143); goals/90 last season (+0.036); position: Defender (+0.030),goal contributions per 90 (-0.248); league minutes (-0.172); club squad rotation (-0.142); league context (-0.115); goals per 90 (-0.105)
476701,league context (+0.514); age (+0.446); minutes last season (+0.151); position: Midfield (+0.126); assists/90 last season (+0.027),disciplinary record (-0.087); club squad rotation (-0.073); goal contributions per 90 (-0.063); 3-season average minutes (-0.059); height (-0.048)
476836,league minutes (+0.203); age (+0.107); minutes per appearance (+0.093); position: Midfield (+0.086); goals per 90 (+0.032),league context (-0.484); 3-season average minutes (-0.072); height (-0.068); goal contributions per 90 (-0.063); club squad rotation (-0.046)
477758,league minutes (+0.365); league context (+0.361); seasons of top-5 history (+0.244); age (+0.217); minutes per appearance (+0.135),height (-0.056); club squad rotation (-0.036); 3-season average output (-0.032); position: Midfield (-0.022); change in minutes (-0.022)
478573,age (+0.497); league minutes (+0.393); league context (+0.356); height (+0.157); club squad rotation (+0.141),goal contributions per 90 (-0.126); minutes last season (-0.099); goals per 90 (-0.079); 3-season average minutes (-0.054); change in minutes (-0.020)
479999,goal contributions per 90 (+0.423); league context (+0.400); age (+0.270); league minutes (+0.170); 3-season average minutes (+0.131),height (-0.060); club squad rotation (-0.025); minutes consistency (-0.024); position: Defender (-0.019); appearances (-0.012)
480116,3-season average minutes (+0.126); age (+0.099); height (+0.083); position: Defender (+0.034); gap since last season (+0.017),league minutes (-0.237); goal contributions per 90 (-0.221); league context (-0.155); club squad rotation (-0.088); goals per 90 (-0.073)
480692,goal contributions per 90 (+0.681); league context (+0.326); league minutes (+0.179); club squad rotation (+0.101); assists per 90 (+0.091),minutes consistency (-0.174); minutes per appearance (-0.074); height (-0.049); position: Midfield (-0.047); position: Defender (-0.035)
480762,league context (+0.452); minutes per appearance (+0.119); age (+0.097); goals per 90 (+0.060); minutes last season (+0.042),gap since last season (-0.250); club squad rotation (-0.105); league minutes (-0.092); goal contributions per 90 (-0.076); 3-season average minutes (-0.062)
480763,seasons of top-5 history (+0.253); age (+0.147); height (+0.089); position: Defender (+0.046); league context (+0.045),goal contributions per 90 (-0.240); league minutes (-0.169); club squad rotation (-0.072); minutes last season (-0.060); assists per 90 (-0.042)
480883,age (+0.187); club squad rotation (+0.114); league context (+0.083); assists per 90 (+0.018); gap since last season (+0.018),minutes per appearance (-0.156); minutes last season (-0.100); 3-season average minutes (-0.072); league minutes (-0.068); position: Midfield (-0.063)
481084,goals per 90 (+0.043); change in goals/90 (+0.030); contributions/90 last season (+0.029); assists/90 last season (+0.026); disciplinary record (+0.021),gap since last season (-0.288); league minutes (-0.268); club squad rotation (-0.199); minutes per appearance (-0.118); league context (-0.071)
481834,age (+0.461); league minutes (+0.090); minutes per appearance (+0.081); seasons of top-5 history (+0.059); goals/90 last season (+0.042),goal contributions per 90 (-0.250); club squad rotation (-0.227); league context (-0.106); goals per 90 (-0.092); 3-season average output (-0.031)
483348,league context (+0.550); age (+0.267); position: Defender (+0.037); goals per 90 (+0.023); gap since last season (+0.021),goal contributions per 90 (-0.141); club squad rotation (-0.105); minutes last season (-0.105); league minutes (-0.074); 3-season average minutes (-0.059)
484547,age (+0.501); minutes last season (+0.224); goal contributions per 90 (+0.137); league minutes (+0.137); 3-season average minutes (+0.136),league context (-0.202); appearances (-0.049); position: Midfield (-0.013); foot: left (-0.005); minutes consistency (-0.002)
484988,age (+0.435); league minutes (+0.245); minutes last season (+0.200); height (+0.126); league context (+0.069),goal contributions per 90 (-0.163); club squad rotation (-0.126); 3-season average minutes (-0.086); position: Midfield (-0.056); assists per 90 (-0.031)
485583,age (+0.458); league minutes (+0.117); position: Defender (+0.045); club squad rotation (+0.020); gap since last season (+0.016),league context (-0.295); goal contributions per 90 (-0.171); minutes last season (-0.152); 3-season average minutes (-0.063); height (-0.047)
485585,age (+0.491); league context (+0.474); goals/90 last season (+0.056); position: Defender (+0.054); minutes last season (+0.020),league minutes (-0.328); minutes per appearance (-0.178); 3-season average minutes (-0.074); height (-0.059); seasons of top-5 history (-0.037)
485706,age (+0.619); league context (+0.390); height (+0.187); position: Midfield (+0.153); 3-season average minutes (+0.132),league minutes (-0.137); minutes per appearance (-0.076); goal contributions per 90 (-0.059); assists per 90 (-0.048); assists/90 last season (-0.023)
485960,seasons of top-5 history (+0.378); age (+0.351); 3-season average minutes (+0.218); minutes last season (+0.132); club squad rotation (+0.075),league context (-0.197); goal contributions per 90 (-0.182); 3-season average output (-0.043); assists per 90 (-0.029); position: Midfield (-0.024)
485963,age (+0.268); position: Midfield (+0.164); height (+0.130); league minutes (+0.107); league context (+0.077),gap since last season (-0.148); club squad rotation (-0.108); minutes per appearance (-0.082); assists per 90 (-0.071); goal contributions per 90 (-0.062)
485965,seasons of top-5 history (+0.378); age (+0.249); 3-season average minutes (+0.075); position: Defender (+0.064); club squad rotation (+0.043),league context (-0.289); goal contributions per 90 (-0.244); height (-0.055); assists per 90 (-0.034); minutes consistency (-0.023)
486031,seasons of top-5 history (+0.292); age (+0.120); contributions/90 last season (+0.113); 3-season average output (+0.072); 3-season average minutes (+0.070),minutes per appearance (-0.106); league context (-0.086); club squad rotation (-0.072); position: Defender (-0.052); position: Midfield (-0.049)
486049,age (+0.581); goal contributions per 90 (+0.491); league context (+0.359); contributions/90 last season (+0.178); assists/90 last season (+0.166),minutes per appearance (-0.104); league minutes (-0.090); position: Midfield (-0.052); position: Defender (-0.048); minutes consistency (-0.021)
487465,league context (+0.406); age (+0.380); assists/90 last season (+0.202); contributions/90 last season (+0.112); league minutes (+0.102),minutes per appearance (-0.109); position: Midfield (-0.067); position: Defender (-0.066); minutes consistency (-0.059); club squad rotation (-0.018)
487469,age (+0.355); 3-season average minutes (+0.164); minutes last season (+0.141); position: Midfield (+0.103); output consistency (+0.077),league context (-0.357); seasons of top-5 history (-0.047); goal contributions per 90 (-0.043); assists per 90 (-0.038); position: Defender (-0.029)
487474,age (+0.557); goal contributions per 90 (+0.309); assists per 90 (+0.082); goals per 90 (+0.047); height (+0.045),league minutes (-0.232); minutes per appearance (-0.138); minutes last season (-0.105); club squad rotation (-0.067); 3-season average minutes (-0.062)
487843,age (+0.589); league minutes (+0.155); goals per 90 (+0.068); goal contributions per 90 (+0.054); 3-season average output (+0.033),club squad rotation (-0.149); minutes per appearance (-0.144); minutes last season (-0.085); league context (-0.068); position: Defender (-0.062)
487969,goal contributions per 90 (+0.757); age (+0.226); 3-season average output (+0.217); contributions/90 last season (+0.186); 3-season average minutes (+0.182),league minutes (-0.166); league context (-0.115); minutes per appearance (-0.063); minutes consistency (-0.062); club squad rotation (-0.048)
488362,age (+0.411); 3-season average minutes (+0.190); minutes last season (+0.161); club squad rotation (+0.141); league context (+0.135),minutes per appearance (-0.163); league minutes (-0.161); minutes consistency (-0.088); height (-0.046); position: Defender (-0.023)
488626,league minutes (+0.364); age (+0.275); club squad rotation (+0.181); league context (+0.172); minutes last season (+0.125),goal contributions per 90 (-0.204); height (-0.085); goals per 90 (-0.073); 3-season average minutes (-0.062); position: Midfield (-0.034)
488755,age (+0.163); height (+0.127); appearances (+0.054); position: Defender (+0.046); goals per 90 (+0.029),goal contributions per 90 (-0.251); league minutes (-0.208); minutes last season (-0.091); league context (-0.090); position: Midfield (-0.066)
488996,age (+0.230); position: Midfield (+0.101); assists per 90 (+0.091); goal contributions per 90 (+0.080); disciplinary record (+0.030),league minutes (-0.360); club squad rotation (-0.173); minutes per appearance (-0.145); minutes last season (-0.117); league context (-0.106)
490384,age (+0.778); minutes last season (+0.185); league minutes (+0.162); goals per 90 (+0.107); minutes per appearance (+0.107),club squad rotation (-0.155); goal contributions per 90 (-0.105); minutes consistency (-0.059); position: Midfield (-0.057); assists per 90 (-0.040)
490423,age (+0.399); height (+0.033); position: Defender (+0.029); gap since last season (+0.012); minutes consistency (+0.009),league minutes (-0.328); club squad rotation (-0.161); minutes last season (-0.124); league context (-0.110); goal contributions per 90 (-0.099)
491296,age (+0.249); goal contributions per 90 (+0.103); goals per 90 (+0.056); assists per 90 (+0.052); club squad rotation (+0.020),league context (-0.314); league minutes (-0.190); minutes per appearance (-0.141); minutes last season (-0.091); 3-season average minutes (-0.060)
493003,league context (+0.486); league minutes (+0.302); minutes per appearance (+0.125); assists/90 last season (+0.045); goals per 90 (+0.043),height (-0.077); 3-season average minutes (-0.069); minutes last season (-0.066); age (-0.056); position: Midfield (-0.047)
493513,age (+0.472); league minutes (+0.357); height (+0.102); minutes per appearance (+0.094); disciplinary record (+0.074),club squad rotation (-0.271); goal contributions per 90 (-0.210); minutes last season (-0.132); league context (-0.095); goals per 90 (-0.087)
494586,age (+0.188); league minutes (+0.127); minutes last season (+0.111); minutes per appearance (+0.107); disciplinary record (+0.084),gap since last season (-0.371); league context (-0.288); goal contributions per 90 (-0.093); 3-season average minutes (-0.072); seasons of top-5 history (-0.050)
